loan_key,company_reg_number,industry_group,loan_start_date,obs_end_date,event_date_augmented,event_type_augmented,event_hard_default,event_distress,event_augmented_loan,event_augmented_interval,start,stop,month_end,loan_original_amount,interest,loan_number_of_missed_payments,total_time_payments_late,is_overdraft,is_term_loan,duration_augmented_days,behavior_distress_flag,origination_credit_distress_flag,business_failure_score,credit_report_credit_score,missed_and_late_payments_last_five_years,credit_report_negative_items,payment_index,ratio_debt_to_revenue,credit_report_total_indebtedness,credit_report_good_standing_items,women_owned,number_of_officers,2019_revenue,capex,cogs,costs,accounts_receivable,capital_and_reserves,current_assets,current_liabilities,fixed_assets,long_term_liabilities,provisions_for_liabilities,liquidity_ratio,leverage_ratio,profit_margin_proxy,working_capital,receivable_turnover_proxy,factor_amount,factor_percent,uk_interest_rate,uk_cpi,uk_gdp,uk_interest_rate_diff,uk_cpi_diff,uk_gdp_yoy,ca_cum_new_accounts,ca_cum_amount,ca_cum_payin,ca_cum_payout,ca_latest_rev_ratio,ca_latest_cost_ratio,loan_age_days,log_loan_amount,log_ca_cum_amount,log_ca_cum_payin,log_ca_cum_payout,log_factor_amount
20000000_Overdraft_1,20000000,47 : Retail,2020-03-28,2021-03-28,,censored,0,0,0,0,279.0,310.0,2021-01-31,41000,,0,0,1,0,366.0,0,0,63,765,0,1,2,0.0139639172969052,7548.0,4,1,1,540536.0,158.79,5691.53,531828.0317,13328.0,13502.0,94341.0,71429.0,4094.0,13504.0,12857.0,1.320747585048299,6.289935569873362,0.016109846874496934,22912.0,40.553379848450746,0.0,0.0,0.1,-0.1,612665.0,0.0,-0.30000000000000004,-0.060589101168389115,1.0,869687.2297276888,438374.69600000005,431312.5337276888,0.5040601736066209,0.4959398263933791,310.0,10.62135173563291,13.675890069770842,12.990831575122998,12.97459056106245,0.0
20000000_Overdraft_1,20000000,47 : Retail,2020-03-28,2021-03-28,,censored,0,0,0,0,310.0,338.0,2021-02-28,41000,,0,0,1,0,366.0,0,0,63,765,0,1,2,0.0139639172969052,7548.0,4,1,1,540536.0,158.79,5691.53,531828.0317,13328.0,13502.0,94341.0,71429.0,4094.0,13504.0,12857.0,1.320747585048299,6.289935569873362,0.016109846874496934,22912.0,40.553379848450746,0.0,0.0,0.1,0.1,612665.0,0.0,0.2,-0.060589101168389115,1.0,869687.2297276888,438374.69600000005,431312.5337276888,0.5040601736066209,0.4959398263933791,338.0,10.62135173563291,13.675890069770842,12.990831575122998,12.97459056106245,0.0
20000000_Overdraft_1,20000000,47 : Retail,2020-03-28,2021-03-28,,censored,0,0,0,0,338.0,366.0,2021-03-31,41000,,0,0,1,0,366.0,0,0,63,765,0,1,2,0.0139639172969052,7548.0,4,1,1,540536.0,158.79,5691.53,531828.0317,13328.0,13502.0,94341.0,71429.0,4094.0,13504.0,12857.0,1.320747585048299,6.289935569873362,0.016109846874496934,22912.0,40.553379848450746,0.0,0.0,0.1,0.2,612665.0,0.0,0.1,-0.060589101168389115,1.0,869687.2297276888,438374.69600000005,431312.5337276888,0.5040601736066209,0.4959398263933791,366.0,10.62135173563291,13.675890069770842,12.990831575122998,12.97459056106245,0.0
20000017_Overdraft_1,20000017,77-82 : Business administration & support services,2021-01-23,2024-01-23,2021-02-05,hard_default,1,0,1,0,0.0,9.0,2021-01-31,37400,,0,0,1,0,14.0,0,0,52,755,7,8,33,0.0,0.0,4,0,2,232234.0,224.21,4121.53,224198.2707,10820.0,33572.0,73069.0,49628.0,20188.0,10056.0,10918.0,1.47230449938544,1.7777380633246955,0.03460171507309409,23441.0,21.4614176138989,0.0,0.0,0.1,-0.1,612665.0,0.0,-0.30000000000000004,-0.060589101168389115,1.0,235062.6194247656,119600.51,115462.1094247656,0.5088027619733024,0.4911972380266975,9.0,10.529452721013085,12.36761147744444,11.69192074583703,11.656706359005508,0.0
20000017_Overdraft_1,20000017,77-82 : Business administration & support services,2021-01-23,2024-01-23,2021-02-05,hard_default,1,0,1,1,9.0,14.0,2021-02-28,37400,,0,0,1,0,14.0,0,0,52,755,7,8,33,0.0,0.0,4,0,2,232234.0,224.21,4121.53,224198.2707,10820.0,33572.0,73069.0,49628.0,20188.0,10056.0,10918.0,1.47230449938544,1.7777380633246955,0.03460171507309409,23441.0,21.4614176138989,0.0,0.0,0.1,0.1,612665.0,0.0,0.2,-0.060589101168389115,1.0,235062.6194247656,119600.51,115462.1094247656,0.5088027619733024,0.4911972380266975,14.0,10.529452721013085,12.36761147744444,11.69192074583703,11.656706359005508,0.0
20000031_Overdraft_1,20000031,49-53 : Transport & Storage (inc. postal),2021-01-23,2021-02-14,2021-02-13,distress_behavior,0,1,1,0,0.0,9.0,2021-01-31,26300,,2,27,1,0,22.0,1,0,50,691,4,7,43,0.1307168631729115,24923.0,2,0,1,190664.0,433.86,5976.02,181669.3821,4701.0,31724.0,98261.0,67591.0,11131.0,10077.0,9462.0,1.4537371286542786,2.4481639085894407,0.04717498177431627,30670.0,40.54955338153977,0.0,0.0,0.1,-0.1,612665.0,0.0,-0.30000000000000004,-0.060589101168389115,1.0,206272.69370518392,105627.856,100644.83770518392,0.5120787153289861,0.487921284671014,9.0,10.177362240256695,12.236959176169478,11.567686870502005,11.519363076066622,0.0
20000031_Overdraft_1,20000031,49-53 : Transport & Storage (inc. postal),2021-01-23,2021-02-14,2021-02-13,distress_behavior,0,1,1,1,9.0,22.0,2021-02-28,26300,,2,27,1,0,22.0,1,0,50,691,4,7,43,0.1307168631729115,24923.0,2,0,1,190664.0,433.86,5976.02,181669.3821,4701.0,31724.0,98261.0,67591.0,11131.0,10077.0,9462.0,1.4537371286542786,2.4481639085894407,0.04717498177431627,30670.0,40.54955338153977,0.0,0.0,0.1,0.1,612665.0,0.0,0.2,-0.060589101168389115,1.0,206272.69370518392,105627.856,100644.83770518392,0.5120787153289861,0.487921284671014,22.0,10.177362240256695,12.236959176169478,11.567686870502005,11.519363076066622,0.0
20000034_Overdraft_1,20000034,46 : Wholesale,2019-12-24,2020-01-11,,censored,0,0,0,0,0.0,8.0,2019-12-31,169850,,0,0,1,0,19.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.75,0.0,670587.0,0.0,-0.2,0.012787712197184886,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,8.0,12.042676861119235,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_1,20000034,46 : Wholesale,2019-12-24,2020-01-11,,censored,0,0,0,0,8.0,19.0,2020-01-31,169850,,0,0,1,0,19.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.75,-0.2,652180.0,0.0,-0.2,-0.01995022961698445,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,19.0,12.042676861119235,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,0.0,30.0,2020-07-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.4,610972.0,0.0,0.30000000000000004,-0.08884537549194915,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,30.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,30.0,61.0,2020-08-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,-0.2999999999999999,610972.0,0.0,-0.7,-0.08884537549194915,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,61.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,61.0,91.0,2020-09-30,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.4,610972.0,0.0,0.7,-0.08884537549194915,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,91.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,91.0,122.0,2020-10-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.0,619330.0,0.0,-0.4,-0.0764360179961735,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,122.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,122.0,152.0,2020-11-30,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,-0.1,619330.0,0.0,-0.1,-0.0764360179961735,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,152.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,152.0,183.0,2020-12-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.2,619330.0,0.0,0.30000000000000004,-0.0764360179961735,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,183.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,183.0,214.0,2021-01-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,-0.1,612665.0,0.0,-0.30000000000000004,-0.060589101168389115,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,214.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,214.0,242.0,2021-02-28,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.1,612665.0,0.0,0.2,-0.060589101168389115,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,242.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,242.0,273.0,2021-03-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.2,612665.0,0.0,0.1,-0.060589101168389115,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,273.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,273.0,303.0,2021-04-30,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.6999999999999998,655443.0,0.0,0.49999999999999983,0.25478217920345503,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,303.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,303.0,334.0,2021-05-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.5,655443.0,0.0,-0.19999999999999984,0.25478217920345503,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,334.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,334.0,364.0,2021-06-30,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.4,655443.0,0.0,-0.09999999999999998,0.25478217920345503,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,364.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,364.0,395.0,2021-07-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.0,666498.0,0.0,-0.4,0.09088141518760273,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,395.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,395.0,426.0,2021-08-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.5999999999999999,666498.0,0.0,0.5999999999999999,0.09088141518760273,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,426.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,426.0,456.0,2021-09-30,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.2999999999999999,666498.0,0.0,-0.3,0.09088141518760273,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,456.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,456.0,487.0,2021-10-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.9,675680.0,0.0,0.6000000000000001,0.09098541972777041,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,487.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,487.0,517.0,2021-11-30,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.1,0.5999999999999999,675680.0,0.0,-0.30000000000000016,0.09098541972777041,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,517.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
20000034_Overdraft_2,20000034,46 : Wholesale,2020-07-02,2024-02-29,,censored,0,0,0,0,517.0,548.0,2021-12-31,201000,7.0,0,0,1,0,1338.0,0,0,48,0,8,11,46,0.2442786574909895,334342.0,1,0,1,1368691.0,94.87,8249.4,1358590.109,48748.0,64672.0,169978.0,89427.0,14800.0,30679.0,21462.0,1.9007246052690432,1.8571273947396905,0.00737995911424927,80551.0,28.0762887443845,0.0,0.0,0.25,0.5,675680.0,0.15,-0.09999999999999987,0.09098541972777041,3.0,1729096.2230416979,867750.0939999999,861346.1290416978,0.5018518243441179,0.498148175655882,548.0,12.211065162153215,14.363109993877883,13.673660194455016,13.666252871777532,0.0
